SEASON_YEAR,GAME_ID,GAME_DATE,HOME_TEAM,HOME_TEAM_ABBREVIATION,AWAY_TEAM,AWAY_TEAM_ABBREVIATION,HOME_POINTS,AWAY_POINTS,WINNER
2010-11,21000247,2010-11-28,Houston Rockets,HOU,Oklahoma City Thunder,OKC,99,98,Houston Rockets
2010-11,21000248,2010-11-28,Denver Nuggets,DEN,Phoenix Suns,PHX,138,133,Denver Nuggets
2010-11,21000249,2010-11-28,Los Angeles Lakers,LAL,Indiana Pacers,IND,92,95,Indiana Pacers
2010-11,21000250,2010-11-29,Miami Heat,MIA,Washington Wizards,WAS,105,94,Miami Heat
2010-11,21000251,2010-11-29,Oklahoma City Thunder,OKC,New Orleans Hornets,NOH,95,89,Oklahoma City Thunder
2010-11,21000252,2010-11-29,Dallas Mavericks,DAL,Houston Rockets,HOU,101,91,Dallas Mavericks
2010-11,21000253,2010-11-29,Utah Jazz,UTA,Milwaukee Bucks,MIL,109,88,Utah Jazz
2010-11,21000254,2010-11-30,Cleveland Cavaliers,CLE,Boston Celtics,BOS,87,106,Boston Celtics
2010-11,21000255,2010-11-30,Orlando Magic,ORL,Detroit Pistons,DET,90,79,Orlando Magic
2010-11,21000256,2010-11-30,Philadelphia 76ers,PHI,Portland Trail Blazers,POR,88,79,Philadelphia 76ers
2010-11,21000257,2010-11-30,New York Knicks,NYK,New Jersey Nets,NJN,111,100,New York Knicks
2010-11,21000258,2010-11-30,Memphis Grizzlies,MEM,Los Angeles Lakers,LAL,98,96,Memphis Grizzlies
2010-11,21000259,2010-11-30,Sacramento Kings,SAC,Indiana Pacers,IND,98,107,Indiana Pacers
2010-11,21000260,2010-11-30,Golden State Warriors,GSW,San Antonio Spurs,SAS,98,118,San Antonio Spurs
2010-11,21000261,2010-12-01,Atlanta Hawks,ATL,Memphis Grizzlies,MEM,112,109,Atlanta Hawks
2010-11,21000262,2010-12-01,New Jersey Nets,NJN,Oklahoma City Thunder,OKC,120,123,Oklahoma City Thunder
2010-11,21000263,2010-12-01,Toronto Raptors,TOR,Washington Wizards,WAS,127,108,Toronto Raptors
2010-11,21000264,2010-12-01,Boston Celtics,BOS,Portland Trail Blazers,POR,99,95,Boston Celtics
2010-11,21000265,2010-12-01,Miami Heat,MIA,Detroit Pistons,DET,97,72,Miami Heat
2010-11,21000266,2010-12-01,Chicago Bulls,CHI,Orlando Magic,ORL,78,107,Orlando Magic
2010-11,21000267,2010-12-01,New Orleans Hornets,NOH,Charlotte Bobcats,CHA,89,73,New Orleans Hornets
2010-11,21000268,2010-12-01,Dallas Mavericks,DAL,Minnesota Timberwolves,MIN,100,86,Dallas Mavericks
2010-11,21000269,2010-12-01,Houston Rockets,HOU,Los Angeles Lakers,LAL,109,99,Houston Rockets
2010-11,21000270,2010-12-01,Denver Nuggets,DEN,Milwaukee Bucks,MIL,105,94,Denver Nuggets
2010-11,21000271,2010-12-01,Utah Jazz,UTA,Indiana Pacers,IND,110,88,Utah Jazz
2010-11,21000272,2010-12-01,Los Angeles Clippers,LAC,San Antonio Spurs,SAS,90,85,Los Angeles Clippers
2010-11,21000273,2010-12-02,Cleveland Cavaliers,CLE,Miami Heat,MIA,90,118,Miami Heat
2010-11,21000274,2010-12-02,Golden State Warriors,GSW,Phoenix Suns,PHX,101,107,Phoenix Suns
2010-11,21000275,2010-12-03,Charlotte Bobcats,CHA,New Jersey Nets,NJN,91,84,Charlotte Bobcats
2010-11,21000276,2010-12-03,Toronto Raptors,TOR,Oklahoma City Thunder,OKC,111,99,Toronto Raptors
2010-11,21000277,2010-12-03,Washington Wizards,WAS,Portland Trail Blazers,POR,83,79,Washington Wizards
2010-11,21000278,2010-12-03,Atlanta Hawks,ATL,Philadelphia 76ers,PHI,93,88,Atlanta Hawks
2010-11,21000279,2010-12-03,Detroit Pistons,DET,Orlando Magic,ORL,91,104,Orlando Magic
2010-11,21000280,2010-12-03,Boston Celtics,BOS,Chicago Bulls,CHI,104,92,Boston Celtics
2010-11,21000281,2010-12-03,Memphis Grizzlies,MEM,Houston Rockets,HOU,111,127,Houston Rockets
2010-11,21000282,2010-12-03,New Orleans Hornets,NOH,New York Knicks,NYK,92,100,New York Knicks
2010-11,21000283,2010-12-03,San Antonio Spurs,SAS,Minnesota Timberwolves,MIN,107,101,San Antonio Spurs
2010-11,21000284,2010-12-03,Denver Nuggets,DEN,Los Angeles Clippers,LAC,109,104,Denver Nuggets
2010-11,21000285,2010-12-03,Phoenix Suns,PHX,Indiana Pacers,IND,105,97,Phoenix Suns
2010-11,21000286,2010-12-03,Utah Jazz,UTA,Dallas Mavericks,DAL,81,93,Dallas Mavericks
2010-11,21000287,2010-12-03,Los Angeles Lakers,LAL,Sacramento Kings,SAC,113,80,Los Angeles Lakers
2010-11,21000288,2010-12-04,Miami Heat,MIA,Atlanta Hawks,ATL,89,77,Miami Heat
2010-11,21000289,2010-12-04,Philadelphia 76ers,PHI,Charlotte Bobcats,CHA,109,91,Philadelphia 76ers
2010-11,21000290,2010-12-04,Chicago Bulls,CHI,Houston Rockets,HOU,119,116,Chicago Bulls
2010-11,21000291,2010-12-04,Minnesota Timberwolves,MIN,Cleveland Cavaliers,CLE,129,95,Minnesota Timberwolves
2010-11,21000292,2010-12-04,Milwaukee Bucks,MIL,Orlando Magic,ORL,96,85,Milwaukee Bucks
2010-11,21000293,2010-12-04,Sacramento Kings,SAC,Dallas Mavericks,DAL,103,105,Dallas Mavericks
2010-11,21000294,2010-12-05,New Jersey Nets,NJN,Boston Celtics,BOS,75,100,Boston Celtics
2010-11,21000295,2010-12-05,Toronto Raptors,TOR,New York Knicks,NYK,99,116,New York Knicks
2010-11,21000296,2010-12-05,Detroit Pistons,DET,Cleveland Cavaliers,CLE,102,92,Detroit Pistons
2010-11,21000297,2010-12-05,Oklahoma City Thunder,OKC,Golden State Warriors,GSW,114,109,Oklahoma City Thunder
2010-11,21000298,2010-12-05,San Antonio Spurs,SAS,New Orleans Hornets,NOH,109,84,San Antonio Spurs
2010-11,21000299,2010-12-05,Denver Nuggets,DEN,Memphis Grizzlies,MEM,108,107,Denver Nuggets
2010-11,21000300,2010-12-05,Phoenix Suns,PHX,Washington Wizards,WAS,125,108,Phoenix Suns
2010-11,21000301,2010-12-05,Portland Trail Blazers,POR,Los Angeles Clippers,LAC,100,91,Portland Trail Blazers
2010-11,21000302,2010-12-06,Indiana Pacers,IND,Toronto Raptors,TOR,124,100,Indiana Pacers
2010-11,21000303,2010-12-06,Orlando Magic,ORL,Atlanta Hawks,ATL,74,80,Atlanta Hawks
2010-11,21000304,2010-12-06,New York Knicks,NYK,Minnesota Timberwolves,MIN,121,114,New York Knicks
2010-11,21000305,2010-12-06,Chicago Bulls,CHI,Oklahoma City Thunder,OKC,99,90,Chicago Bulls
2010-11,21000306,2010-12-06,Milwaukee Bucks,MIL,Miami Heat,MIA,78,88,Miami Heat
2010-11,21000307,2010-12-06,Utah Jazz,UTA,Memphis Grizzlies,MEM,94,85,Utah Jazz
2010-11,21000308,2010-12-06,Los Angeles Clippers,LAC,Sacramento Kings,SAC,98,91,Los Angeles Clippers
2010-11,21000309,2010-12-07,Atlanta Hawks,ATL,New Jersey Nets,NJN,116,101,Atlanta Hawks
2010-11,21000310,2010-12-07,Charlotte Bobcats,CHA,Denver Nuggets,DEN,100,98,Charlotte Bobcats
2010-11,21000311,2010-12-07,Philadelphia 76ers,PHI,Cleveland Cavaliers,CLE,117,97,Philadelphia 76ers
2010-11,21000312,2010-12-07,Dallas Mavericks,DAL,Golden State Warriors,GSW,105,100,Dallas Mavericks
2010-11,21000313,2010-12-07,Houston Rockets,HOU,Detroit Pistons,DET,97,83,Houston Rockets
2010-11,21000314,2010-12-07,Portland Trail Blazers,POR,Phoenix Suns,PHX,106,99,Portland Trail Blazers
2010-11,21000315,2010-12-07,Los Angeles Lakers,LAL,Washington Wizards,WAS,115,108,Los Angeles Lakers
2010-11,21000316,2010-12-08,Boston Celtics,BOS,Denver Nuggets,DEN,105,89,Boston Celtics
2010-11,21000317,2010-12-08,Cleveland Cavaliers,CLE,Chicago Bulls,CHI,83,88,Chicago Bulls
2010-11,21000318,2010-12-08,New York Knicks,NYK,Toronto Raptors,TOR,113,110,New York Knicks
2010-11,21000319,2010-12-08,Milwaukee Bucks,MIL,Indiana Pacers,IND,97,95,Milwaukee Bucks
2010-11,21000320,2010-12-08,Minnesota Timberwolves,MIN,Oklahoma City Thunder,OKC,103,111,Oklahoma City Thunder
2010-11,21000321,2010-12-08,New Orleans Hornets,NOH,Detroit Pistons,DET,93,74,New Orleans Hornets
2010-11,21000322,2010-12-08,San Antonio Spurs,SAS,Golden State Warriors,GSW,111,94,San Antonio Spurs
2010-11,21000323,2010-12-08,Phoenix Suns,PHX,Memphis Grizzlies,MEM,98,104,Memphis Grizzlies
2010-11,21000324,2010-12-08,Utah Jazz,UTA,Miami Heat,MIA,98,111,Miami Heat
2010-11,21000325,2010-12-08,Sacramento Kings,SAC,Washington Wizards,WAS,116,91,Sacramento Kings
2010-11,21000326,2010-12-08,Los Angeles Clippers,LAC,Los Angeles Lakers,LAL,86,87,Los Angeles Lakers
2010-11,21000327,2010-12-09,Philadelphia 76ers,PHI,Boston Celtics,BOS,101,102,Boston Celtics
2010-11,21000328,2010-12-09,Dallas Mavericks,DAL,New Jersey Nets,NJN,102,89,Dallas Mavericks
2010-11,21000329,2010-12-09,Portland Trail Blazers,POR,Orlando Magic,ORL,97,83,Portland Trail Blazers
2010-11,21000330,2010-12-10,Indiana Pacers,IND,Charlotte Bobcats,CHA,100,92,Indiana Pacers
2010-11,21000331,2010-12-10,Toronto Raptors,TOR,Denver Nuggets,DEN,116,123,Denver Nuggets
2010-11,21000332,2010-12-10,Washington Wizards,WAS,New York Knicks,NYK,95,101,New York Knicks
2010-11,21000333,2010-12-10,Chicago Bulls,CHI,Los Angeles Lakers,LAL,88,84,Chicago Bulls
2010-11,21000334,2010-12-10,Minnesota Timberwolves,MIN,Detroit Pistons,DET,109,99,Minnesota Timberwolves
2010-11,21000335,2010-12-10,New Orleans Hornets,NOH,Oklahoma City Thunder,OKC,92,97,Oklahoma City Thunder
2010-11,21000336,2010-12-10,Milwaukee Bucks,MIL,Houston Rockets,HOU,97,91,Milwaukee Bucks
2010-11,21000337,2010-12-10,San Antonio Spurs,SAS,Atlanta Hawks,ATL,108,92,San Antonio Spurs
2010-11,21000338,2010-12-10,Phoenix Suns,PHX,Portland Trail Blazers,POR,94,101,Portland Trail Blazers
2010-11,21000339,2010-12-10,Utah Jazz,UTA,Orlando Magic,ORL,117,105,Utah Jazz
2010-11,21000340,2010-12-10,Golden State Warriors,GSW,Miami Heat,MIA,84,106,Miami Heat
2010-11,21000341,2010-12-11,Los Angeles Clippers,LAC,Memphis Grizzlies,MEM,83,84,Memphis Grizzlies
2010-11,21000342,2010-12-11,Atlanta Hawks,ATL,Indiana Pacers,IND,97,83,Atlanta Hawks
2010-11,21000343,2010-12-11,Charlotte Bobcats,CHA,Boston Celtics,BOS,62,93,Boston Celtics
2010-11,21000344,2010-12-11,Detroit Pistons,DET,Toronto Raptors,TOR,116,120,Toronto Raptors
2010-11,21000345,2010-12-11,Chicago Bulls,CHI,Minnesota Timberwolves,MIN,113,82,Chicago Bulls
2010-11,21000346,2010-12-11,Dallas Mavericks,DAL,Utah Jazz,UTA,103,97,Dallas Mavericks
2010-11,21000347,2010-12-11,Houston Rockets,HOU,Cleveland Cavaliers,CLE,110,95,Houston Rockets
2010-11,21000348,2010-12-11,Sacramento Kings,SAC,Miami Heat,MIA,83,104,Miami Heat
2010-11,21000349,2010-12-12,New York Knicks,NYK,Denver Nuggets,DEN,129,125,New York Knicks
2010-11,21000350,2010-12-12,Philadelphia 76ers,PHI,New Orleans Hornets,NOH,88,70,Philadelphia 76ers
2010-11,21000351,2010-12-12,New Jersey Nets,NJN,Los Angeles Lakers,LAL,92,99,Los Angeles Lakers
2010-11,21000352,2010-12-12,Oklahoma City Thunder,OKC,Cleveland Cavaliers,CLE,106,77,Oklahoma City Thunder
2010-11,21000353,2010-12-12,San Antonio Spurs,SAS,Portland Trail Blazers,POR,95,78,San Antonio Spurs
2010-11,21000354,2010-12-12,Los Angeles Clippers,LAC,Orlando Magic,ORL,85,94,Orlando Magic
2010-11,21000355,2010-12-13,Miami Heat,MIA,New Orleans Hornets,NOH,96,84,Miami Heat
2010-11,21000356,2010-12-13,Chicago Bulls,CHI,Indiana Pacers,IND,92,73,Chicago Bulls
2010-11,21000357,2010-12-13,Memphis Grizzlies,MEM,Portland Trail Blazers,POR,86,73,Memphis Grizzlies
2010-11,21000358,2010-12-13,Dallas Mavericks,DAL,Milwaukee Bucks,MIL,99,103,Milwaukee Bucks
2010-11,21000359,2010-12-13,Utah Jazz,UTA,Golden State Warriors,GSW,108,95,Utah Jazz
2010-11,21000360,2010-12-14,Charlotte Bobcats,CHA,Toronto Raptors,TOR,97,91,Charlotte Bobcats
2010-11,21000361,2010-12-14,New Jersey Nets,NJN,Philadelphia 76ers,PHI,77,82,Philadelphia 76ers
2010-11,21000362,2010-12-14,Washington Wizards,WAS,Los Angeles Lakers,LAL,89,103,Los Angeles Lakers
2010-11,21000363,2010-12-14,Detroit Pistons,DET,Atlanta Hawks,ATL,103,80,Detroit Pistons
2010-11,21000364,2010-12-14,Houston Rockets,HOU,Sacramento Kings,SAC,118,105,Houston Rockets
2010-11,21000365,2010-12-14,Denver Nuggets,DEN,Orlando Magic,ORL,111,94,Denver Nuggets
2010-11,21000366,2010-12-14,Golden State Warriors,GSW,Minnesota Timberwolves,MIN,108,99,Golden State Warriors
2010-11,21000367,2010-12-15,Indiana Pacers,IND,Los Angeles Lakers,LAL,94,109,Los Angeles Lakers
2010-11,21000368,2010-12-15,New York Knicks,NYK,Boston Celtics,BOS,116,118,Boston Celtics
2010-11,21000369,2010-12-15,Philadelphia 76ers,PHI,Los Angeles Clippers,LAC,105,91,Philadelphia 76ers
2010-11,21000370,2010-12-15,Toronto Raptors,TOR,Chicago Bulls,CHI,93,110,Chicago Bulls
2010-11,21000371,2010-12-15,Miami Heat,MIA,Cleveland Cavaliers,CLE,101,95,Miami Heat
2010-11,21000372,2010-12-15,Memphis Grizzlies,MEM,Charlotte Bobcats,CHA,113,80,Memphis Grizzlies
2010-11,21000373,2010-12-15,New Orleans Hornets,NOH,Sacramento Kings,SAC,94,91,New Orleans Hornets
2010-11,21000374,2010-12-15,Oklahoma City Thunder,OKC,Houston Rockets,HOU,117,105,Oklahoma City Thunder
2010-11,21000375,2010-12-15,San Antonio Spurs,SAS,Milwaukee Bucks,MIL,92,90,San Antonio Spurs
2010-11,21000376,2010-12-15,Phoenix Suns,PHX,Minnesota Timberwolves,MIN,128,122,Phoenix Suns
2010-11,21000377,2010-12-15,Dallas Mavericks,DAL,Portland Trail Blazers,POR,103,98,Dallas Mavericks
2010-11,21000378,2010-12-16,New Jersey Nets,NJN,Washington Wizards,WAS,97,89,New Jersey Nets
2010-11,21000379,2010-12-16,Boston Celtics,BOS,Atlanta Hawks,ATL,102,90,Boston Celtics
2010-11,21000380,2010-12-16,Denver Nuggets,DEN,San Antonio Spurs,SAS,112,113,San Antonio Spurs
2010-11,21000381,2010-12-17,Indiana Pacers,IND,Cleveland Cavaliers,CLE,108,99,Indiana Pacers
2010-11,21000382,2010-12-17,New York Knicks,NYK,Miami Heat,MIA,91,113,Miami Heat
2010-11,21000383,2010-12-17,Philadelphia 76ers,PHI,Los Angeles Lakers,LAL,81,93,Los Angeles Lakers
2010-11,21000384,2010-12-17,Toronto Raptors,TOR,New Jersey Nets,NJN,98,92,Toronto Raptors
2010-11,21000385,2010-12-17,Atlanta Hawks,ATL,Charlotte Bobcats,CHA,90,85,Atlanta Hawks
2010-11,21000386,2010-12-17,Detroit Pistons,DET,Los Angeles Clippers,LAC,88,109,Los Angeles Clippers
2010-11,21000387,2010-12-17,New Orleans Hornets,NOH,Utah Jazz,UTA,100,71,New Orleans Hornets
2010-11,21000388,2010-12-17,Oklahoma City Thunder,OKC,Sacramento Kings,SAC,102,87,Oklahoma City Thunder
2010-11,21000389,2010-12-17,Houston Rockets,HOU,Memphis Grizzlies,MEM,103,87,Houston Rockets
2010-11,21000390,2010-12-17,Dallas Mavericks,DAL,Phoenix Suns,PHX,106,91,Dallas Mavericks
2010-11,21000391,2010-12-17,Portland Trail Blazers,POR,Minnesota Timberwolves,MIN,107,102,Portland Trail Blazers
2010-11,21000392,2010-12-18,Orlando Magic,ORL,Philadelphia 76ers,PHI,89,97,Philadelphia 76ers
2010-11,21000393,2010-12-18,Washington Wizards,WAS,Miami Heat,MIA,94,95,Miami Heat
2010-11,21000394,2010-12-18,Cleveland Cavaliers,CLE,New York Knicks,NYK,109,102,Cleveland Cavaliers
2010-11,21000395,2010-12-18,Chicago Bulls,CHI,Los Angeles Clippers,LAC,99,100,Los Angeles Clippers
2010-11,21000396,2010-12-18,Milwaukee Bucks,MIL,Utah Jazz,UTA,86,95,Utah Jazz
2010-11,21000397,2010-12-18,San Antonio Spurs,SAS,Memphis Grizzlies,MEM,112,106,San Antonio Spurs
2010-11,21000398,2010-12-18,Denver Nuggets,DEN,Minnesota Timberwolves,MIN,115,113,Denver Nuggets
2010-11,21000399,2010-12-18,Portland Trail Blazers,POR,Golden State Warriors,GSW,96,95,Portland Trail Blazers
2010-11,21000400,2010-12-19,Boston Celtics,BOS,Indiana Pacers,IND,99,88,Boston Celtics
2010-11,21000401,2010-12-19,New Jersey Nets,NJN,Atlanta Hawks,ATL,89,82,New Jersey Nets
2010-11,21000402,2010-12-19,Toronto Raptors,TOR,Los Angeles Lakers,LAL,110,120,Los Angeles Lakers
2010-11,21000403,2010-12-19,Detroit Pistons,DET,New Orleans Hornets,NOH,111,108,Detroit Pistons
2010-11,21000404,2010-12-19,Sacramento Kings,SAC,Houston Rockets,HOU,93,102,Houston Rockets
2010-11,21000405,2010-12-19,Oklahoma City Thunder,OKC,Phoenix Suns,PHX,110,113,Phoenix Suns
2010-11,21000406,2010-12-20,Atlanta Hawks,ATL,Orlando Magic,ORL,91,81,Atlanta Hawks
2010-11,21000407,2010-12-20,Cleveland Cavaliers,CLE,Utah Jazz,UTA,90,101,Utah Jazz
2010-11,21000408,2010-12-20,Indiana Pacers,IND,New Orleans Hornets,NOH,94,93,Indiana Pacers
2010-11,21000409,2010-12-20,Washington Wizards,WAS,Charlotte Bobcats,CHA,108,75,Washington Wizards
2010-11,21000410,2010-12-20,Miami Heat,MIA,Dallas Mavericks,DAL,96,98,Dallas Mavericks
2010-11,21000411,2010-12-20,San Antonio Spurs,SAS,Phoenix Suns,PHX,118,110,San Antonio Spurs
2010-11,21000412,2010-12-20,Portland Trail Blazers,POR,Milwaukee Bucks,MIL,106,80,Portland Trail Blazers
2010-11,21000413,2010-12-20,Golden State Warriors,GSW,Houston Rockets,HOU,112,121,Houston Rockets
2010-11,21000414,2010-12-20,Los Angeles Clippers,LAC,Minnesota Timberwolves,MIN,113,90,Los Angeles Clippers
2010-11,21000415,2010-12-21,Charlotte Bobcats,CHA,Oklahoma City Thunder,OKC,81,99,Oklahoma City Thunder
2010-11,21000416,2010-12-21,Orlando Magic,ORL,Dallas Mavericks,DAL,99,105,Dallas Mavericks
2010-11,21000417,2010-12-21,Chicago Bulls,CHI,Philadelphia 76ers,PHI,121,76,Chicago Bulls
2010-11,21000418,2010-12-21,Memphis Grizzlies,MEM,New Jersey Nets,NJN,94,101,New Jersey Nets
2010-11,21000419,2010-12-21,Sacramento Kings,SAC,Golden State Warriors,GSW,109,117,Golden State Warriors
2010-11,21000420,2010-12-21,Los Angeles Lakers,LAL,Milwaukee Bucks,MIL,79,98,Milwaukee Bucks
2010-11,21000421,2010-12-22,Atlanta Hawks,ATL,Cleveland Cavaliers,CLE,98,84,Atlanta Hawks
2010-11,21000422,2010-12-22,Toronto Raptors,TOR,Detroit Pistons,DET,93,115,Detroit Pistons
2010-11,21000423,2010-12-22,Washington Wizards,WAS,Chicago Bulls,CHI,80,87,Chicago Bulls
2010-11,21000424,2010-12-22,Boston Celtics,BOS,Philadelphia 76ers,PHI,84,80,Boston Celtics
2010-11,21000425,2010-12-22,New York Knicks,NYK,Oklahoma City Thunder,OKC,112,98,New York Knicks
2010-11,21000426,2010-12-22,Minnesota Timberwolves,MIN,Utah Jazz,UTA,107,112,Utah Jazz
2010-11,21000427,2010-12-22,New Orleans Hornets,NOH,New Jersey Nets,NJN,105,91,New Orleans Hornets
2010-11,21000428,2010-12-22,San Antonio Spurs,SAS,Denver Nuggets,DEN,109,103,San Antonio Spurs
2010-11,21000429,2010-12-22,Los Angeles Clippers,LAC,Houston Rockets,HOU,92,97,Houston Rockets
2010-11,21000430,2010-12-23,Orlando Magic,ORL,San Antonio Spurs,SAS,123,101,Orlando Magic
2010-11,21000431,2010-12-23,Sacramento Kings,SAC,Milwaukee Bucks,MIL,79,84,Milwaukee Bucks
2010-11,21000432,2010-12-23,Phoenix Suns,PHX,Miami Heat,MIA,83,95,Miami Heat
2010-11,21000433,2010-12-25,New York Knicks,NYK,Chicago Bulls,CHI,103,95,New York Knicks
2010-11,21000434,2010-12-25,Orlando Magic,ORL,Boston Celtics,BOS,86,78,Orlando Magic
2010-11,21000435,2010-12-25,Los Angeles Lakers,LAL,Miami Heat,MIA,80,96,Miami Heat
2010-11,21000436,2010-12-25,Oklahoma City Thunder,OKC,Denver Nuggets,DEN,114,106,Oklahoma City Thunder
2010-11,21000437,2010-12-25,Golden State Warriors,GSW,Portland Trail Blazers,POR,109,102,Golden State Warriors
2010-11,21000438,2010-12-26,Los Angeles Clippers,LAC,Phoenix Suns,PHX,108,103,Los Angeles Clippers
2010-11,21000439,2010-12-26,Cleveland Cavaliers,CLE,Minnesota Timberwolves,MIN,97,98,Minnesota Timberwolves
2010-11,21000440,2010-12-26,Detroit Pistons,DET,Chicago Bulls,CHI,92,95,Chicago Bulls
2010-11,21000441,2010-12-26,Indiana Pacers,IND,Memphis Grizzlies,MEM,90,104,Memphis Grizzlies
2010-11,21000442,2010-12-26,New Orleans Hornets,NOH,Atlanta Hawks,ATL,93,86,New Orleans Hornets
2010-11,21000443,2010-12-26,San Antonio Spurs,SAS,Washington Wizards,WAS,94,80,San Antonio Spurs
2010-11,21000444,2010-12-26,Denver Nuggets,DEN,Philadelphia 76ers,PHI,89,95,Philadelphia 76ers
2010-11,21000445,2010-12-27,Charlotte Bobcats,CHA,Detroit Pistons,DET,105,100,Charlotte Bobcats
2010-11,21000446,2010-12-27,New Jersey Nets,NJN,Orlando Magic,ORL,88,104,Orlando Magic
2010-11,21000447,2010-12-27,Memphis Grizzlies,MEM,Toronto Raptors,TOR,96,85,Memphis Grizzlies
2010-11,21000448,2010-12-27,Milwaukee Bucks,MIL,Atlanta Hawks,ATL,80,95,Atlanta Hawks
2010-11,21000449,2010-12-27,Minnesota Timberwolves,MIN,New Orleans Hornets,NOH,113,98,Minnesota Timberwolves
2010-11,21000450,2010-12-27,Oklahoma City Thunder,OKC,Dallas Mavericks,DAL,93,103,Dallas Mavericks
2010-11,21000451,2010-12-27,Houston Rockets,HOU,Washington Wizards,WAS,100,93,Houston Rockets
2010-11,21000452,2010-12-27,Utah Jazz,UTA,Portland Trail Blazers,POR,91,96,Portland Trail Blazers
2010-11,21000453,2010-12-27,Sacramento Kings,SAC,Los Angeles Clippers,LAC,99,100,Los Angeles Clippers
2010-11,21000454,2010-12-27,Golden State Warriors,GSW,Philadelphia 76ers,PHI,110,95,Golden State Warriors
2010-11,21000455,2010-12-28,Cleveland Cavaliers,CLE,Orlando Magic,ORL,95,110,Orlando Magic
2010-11,21000456,2010-12-28,Indiana Pacers,IND,Boston Celtics,BOS,83,95,Boston Celtics
2010-11,21000457,2010-12-28,Miami Heat,MIA,New York Knicks,NYK,106,98,Miami Heat
2010-11,21000458,2010-12-28,Chicago Bulls,CHI,Milwaukee Bucks,MIL,90,77,Chicago Bulls
2010-11,21000459,2010-12-28,Dallas Mavericks,DAL,Toronto Raptors,TOR,76,84,Toronto Raptors
2010-11,21000460,2010-12-28,San Antonio Spurs,SAS,Los Angeles Lakers,LAL,97,82,San Antonio Spurs
2010-11,21000461,2010-12-28,Denver Nuggets,DEN,Portland Trail Blazers,POR,95,77,Denver Nuggets
2010-11,21000462,2010-12-29,Atlanta Hawks,ATL,Golden State Warriors,GSW,103,93,Atlanta Hawks
2010-11,21000463,2010-12-29,Charlotte Bobcats,CHA,Cleveland Cavaliers,CLE,101,92,Charlotte Bobcats
2010-11,21000464,2010-12-29,Washington Wizards,WAS,Indiana Pacers,IND,104,90,Washington Wizards
2010-11,21000465,2010-12-29,Detroit Pistons,DET,Boston Celtics,BOS,104,92,Detroit Pistons
2010-11,21000466,2010-12-29,Minnesota Timberwolves,MIN,Denver Nuggets,DEN,113,119,Denver Nuggets
2010-11,21000467,2010-12-29,New Orleans Hornets,NOH,Los Angeles Lakers,LAL,88,103,Los Angeles Lakers
2010-11,21000468,2010-12-29,Oklahoma City Thunder,OKC,New Jersey Nets,NJN,114,93,Oklahoma City Thunder
2010-11,21000469,2010-12-29,Houston Rockets,HOU,Miami Heat,MIA,119,125,Miami Heat
2010-11,21000470,2010-12-29,Phoenix Suns,PHX,Philadelphia 76ers,PHI,110,123,Philadelphia 76ers
2010-11,21000471,2010-12-29,Sacramento Kings,SAC,Memphis Grizzlies,MEM,100,98,Sacramento Kings
2010-11,21000472,2010-12-29,Los Angeles Clippers,LAC,Utah Jazz,UTA,95,103,Utah Jazz
2010-11,21000473,2010-12-30,Orlando Magic,ORL,New York Knicks,NYK,112,103,Orlando Magic
2010-11,21000474,2010-12-30,Dallas Mavericks,DAL,San Antonio Spurs,SAS,93,99,San Antonio Spurs
2010-11,21000475,2010-12-30,Portland Trail Blazers,POR,Utah Jazz,UTA,100,89,Portland Trail Blazers
2010-11,21000476,2010-12-31,Boston Celtics,BOS,New Orleans Hornets,NOH,81,83,New Orleans Hornets
2010-11,21000477,2010-12-31,Charlotte Bobcats,CHA,Golden State Warriors,GSW,95,96,Golden State Warriors
2010-11,21000478,2010-12-31,Indiana Pacers,IND,Washington Wizards,WAS,95,86,Indiana Pacers
2010-11,21000479,2010-12-31,Chicago Bulls,CHI,New Jersey Nets,NJN,90,81,Chicago Bulls
2010-11,21000480,2010-12-31,Houston Rockets,HOU,Toronto Raptors,TOR,114,105,Houston Rockets
